user,trick_or_treat,archie_girls,the_dress,imitation,friday_or_saturday
ID-5351,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5352,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5353,FALSE,Betty,White and gold,Flattery,Sunday
ID-5354,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-5355,FALSE,Betty,Blue and black,Flattery,Friday
ID-4146,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4147,FALSE,???,Blue and black,Flattery,Friday
ID-4148,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4149,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4150,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4151,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4152,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4153,TRUE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4154,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-4155,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4156,FALSE,Veronica,White and gold,Laziness,Friday
ID-4157,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4158,FALSE,Betty,White and gold,Flattery,Friday
ID-4159,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4160,FALSE,Betty,Blue and black,Laziness,Friday
ID-4161,TRUE,NA,NA,NA,NA
ID-4162,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4163,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4164,FALSE,NA,NA,NA,NA
ID-4165,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4166,FALSE,Veronica,White and gold,Flattery,Friday
ID-4167,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4168,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4169,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4170,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4171,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4172,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4173,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4174,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4175,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4176,FALSE,NA,NA,NA,NA
ID-4177,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4178,FALSE,Veronica,Blue and black,Laziness,Friday
ID-5356,FALSE,Betty,White and gold,Flattery,Friday
ID-5357,FALSE,Veronica,White and gold,Flattery,Friday
ID-5358,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-5359,FALSE,Veronica,Blue and black,Flattery,Friday
ID-5360,FALSE,Betty,Blue and black,Flattery,Friday
ID-5361,FALSE,???,Blue and black,Flattery,Sunday
ID-5362,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-5363,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5364,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-5365,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5366,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-5367,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-5368,FALSE,Veronica,Blue and black,Flattery,Friday
ID-5369,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5370,TRUE,???,White and gold,Lazily flattering someone,Friday
ID-5371,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5373,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-5372,FALSE,Veronica,White and gold,Laziness,Friday
ID-5374,FALSE,Betty,White and gold,Flattery,Friday
ID-5375,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-5376,FALSE,Veronica,Blue and black,Flattery,Friday
ID-5377,FALSE,Betty,Blue and black,Laziness,Friday
ID-5378,TRUE,Veronica,Blue and black,Laziness,Friday
ID-5379,FALSE,Veronica,White and gold,Flattery,Friday
ID-5380,FALSE,Veronica,White and gold,Laziness,Friday
ID-5381,FALSE,Veronica,Blue and black,NA,Sunday
ID-5382,FALSE,Veronica,White and gold,Laziness,Friday
ID-5383,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-5384,FALSE,Veronica,Blue and black,Flattery,Friday
ID-5385,FALSE,???,Blue and black,Flattery,Friday
ID-5386,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-5387,FALSE,Veronica,NA,NA,NA
ID-5388,FALSE,???,White and gold,Flattery,Sunday
ID-5389,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-5390,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-5391,FALSE,Betty,White and gold,Laziness,Friday
ID-5392,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-5393,TRUE,???,NA,NA,NA
ID-4179,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4180,FALSE,Betty,Blue and black,Flattery,Sunday
ID-4181,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4182,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4183,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4184,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4185,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4186,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4187,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4188,FALSE,???,White and gold,Laziness,Sunday
ID-4189,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-4190,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4191,FALSE,Veronica,White and gold,Flattery,Friday
ID-4192,FALSE,Betty,NA,NA,NA
ID-4193,FALSE,Veronica,White and gold,NA,NA
ID-4194,FALSE,Betty,White and gold,Flattery,Friday
ID-4195,FALSE,Veronica,White and gold,Flattery,Friday
ID-4196,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4197,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4198,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4199,FALSE,???,Blue and black,Flattery,Friday
ID-4200,FALSE,???,NA,Lazily flattering someone,Sunday
ID-4201,FALSE,Betty,White and gold,Flattery,Sunday
ID-4202,FALSE,Betty,Blue and black,Laziness,Friday
ID-4203,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4204,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4205,TRUE,NA,NA,NA,NA
ID-4206,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4207,FALSE,Veronica,White and gold,Laziness,Sunday
ID-4208,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4209,FALSE,Betty,White and gold,Laziness,Friday
ID-4210,FALSE,Veronica,White and gold,Flattery,Friday
ID-4211,FALSE,Betty,White and gold,Flattery,Friday
ID-4212,FALSE,Veronica,White and gold,Flattery,Friday
ID-4213,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4214,FALSE,Betty,Blue and black,Laziness,Friday
ID-4215,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4216,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4217,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4218,FALSE,Betty,White and gold,Flattery,Friday
ID-4219,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4220,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4221,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4222,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4223,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4224,FALSE,Veronica,White and gold,Flattery,Sunday
ID-4225,FALSE,Betty,Blue and black,Flattery,Friday
ID-4226,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4227,FALSE,Betty,White and gold,Flattery,Sunday
ID-4228,FALSE,Veronica,Blue and black,NA,NA
ID-4229,FALSE,Veronica,White and gold,Laziness,Friday
ID-4230,FALSE,Betty,Blue and black,NA,Friday
ID-4231,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4232,FALSE,Betty,Blue and black,Flattery,Friday
ID-4233,TRUE,???,White and gold,Flattery,Friday
ID-4234,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4235,FALSE,Veronica,NA,Flattery,Sunday
ID-4236,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-4237,FALSE,Betty,Blue and black,Laziness,Sunday
ID-4238,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4239,FALSE,???,Blue and black,Flattery,Friday
ID-4240,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4241,FALSE,Veronica,White and gold,Flattery,Friday
ID-4242,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4243,FALSE,???,White and gold,Flattery,Friday
ID-4244,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-4245,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4246,FALSE,Betty,White and gold,Laziness,Friday
ID-4247,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4248,FALSE,Veronica,White and gold,Laziness,Friday
ID-4249,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4250,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4251,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4252,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4253,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4254,FALSE,???,White and gold,Laziness,Friday
ID-4255,FALSE,Betty,Blue and black,Flattery,Friday
ID-4256,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4257,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4258,FALSE,Betty,Blue and black,Flattery,Friday
ID-4259,FALSE,Betty,Blue and black,Laziness,Friday
ID-4260,FALSE,Betty,Blue and black,Flattery,Friday
ID-4261,TRUE,Veronica,Blue and black,Laziness,Sunday
ID-4262,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4263,FALSE,Veronica,Blue and black,NA,Sunday
ID-4264,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4265,FALSE,Veronica,White and gold,Flattery,Sunday
ID-4266,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4267,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4268,FALSE,Betty,White and gold,Flattery,Friday
ID-4269,TRUE,Betty,Blue and black,Laziness,Friday
ID-4270,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4271,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4272,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4273,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4274,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4275,FALSE,Veronica,White and gold,Flattery,Friday
ID-4276,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4278,FALSE,Veronica,White and gold,Flattery,Friday
ID-4277,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4279,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4280,FALSE,???,White and gold,Flattery,Friday
ID-4281,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4282,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4283,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4284,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4285,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4286,FALSE,Betty,White and gold,Flattery,Friday
ID-4287,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4288,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4289,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4290,FALSE,Betty,Blue and black,Flattery,Sunday
ID-4291,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4292,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4293,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4294,FALSE,???,Blue and black,Flattery,Friday
ID-4295,FALSE,Betty,Blue and black,Flattery,Friday
ID-4296,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4297,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4298,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4299,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4300,FALSE,Betty,White and gold,Flattery,Friday
ID-4301,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4302,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4303,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4304,FALSE,Veronica,White and gold,Laziness,Friday
ID-4305,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-4308,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4309,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4310,FALSE,Betty,White and gold,Flattery,Sunday
ID-4311,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4312,FALSE,Betty,White and gold,Flattery,Friday
ID-4313,FALSE,Betty,White and gold,Flattery,Friday
ID-4307,FALSE,Betty,Blue and black,Flattery,Friday
ID-4314,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4315,FALSE,???,White and gold,Laziness,Friday
ID-4316,FALSE,Veronica,White and gold,Flattery,Sunday
ID-4317,FALSE,Betty,White and gold,Laziness,Friday
ID-4318,FALSE,???,White and gold,Flattery,Sunday
ID-4319,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4320,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-4321,FALSE,???,White and gold,Flattery,Friday
ID-4322,FALSE,???,Blue and black,Laziness,Sunday
ID-4323,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4324,FALSE,???,Blue and black,Laziness,Sunday
ID-4325,FALSE,Betty,White and gold,Flattery,Sunday
ID-4306,FALSE,NA,NA,NA,NA
ID-4326,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4327,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-4328,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4330,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-4331,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4332,FALSE,Betty,White and gold,Flattery,Sunday
ID-4333,FALSE,Betty,NA,Flattery,Sunday
ID-4334,FALSE,???,NA,NA,NA
ID-4329,FALSE,Betty,Blue and black,Flattery,Sunday
ID-4335,FALSE,Betty,Blue and black,Flattery,Friday
ID-4336,FALSE,Betty,Blue and black,Flattery,Friday
ID-4337,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4338,FALSE,Betty,White and gold,Flattery,Sunday
ID-4339,TRUE,Veronica,White and gold,Flattery,Friday
ID-4340,FALSE,Veronica,NA,Laziness,Sunday
ID-4341,FALSE,Betty,Blue and black,Flattery,Friday
ID-4342,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4343,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4344,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-4345,FALSE,???,Blue and black,Flattery,Friday
ID-4346,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-4347,FALSE,Veronica,White and gold,Flattery,Friday
ID-4348,FALSE,Betty,White and gold,Flattery,Friday
ID-4349,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4350,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4351,TRUE,NA,White and gold,Flattery,Sunday
ID-4352,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4353,FALSE,Betty,Blue and black,Laziness,Friday
ID-4354,FALSE,???,Blue and black,Flattery,Friday
ID-4355,FALSE,Betty,Blue and black,Flattery,Friday
ID-4356,FALSE,Betty,NA,Lazily flattering someone,Sunday
ID-4357,FALSE,???,Blue and black,Flattery,Friday
ID-4358,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4359,FALSE,Betty,White and gold,Flattery,Sunday
ID-4360,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-4361,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4362,FALSE,Veronica,NA,NA,NA
ID-4363,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4364,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4365,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4366,FALSE,Betty,NA,NA,Sunday
ID-4367,FALSE,Betty,Blue and black,Flattery,Friday
ID-4368,FALSE,Betty,Blue and black,Flattery,Friday
ID-4369,TRUE,Veronica,Blue and black,Laziness,Friday
ID-4370,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-4371,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4372,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4373,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4374,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4375,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4376,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4377,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4378,FALSE,Betty,Blue and black,Laziness,Friday
ID-4379,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4380,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4381,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4382,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-4383,FALSE,???,White and gold,Laziness,Friday
ID-4384,FALSE,Betty,Blue and black,Flattery,Friday
ID-4385,FALSE,Betty,White and gold,Laziness,Friday
ID-4386,FALSE,Betty,Blue and black,Flattery,Friday
ID-4387,FALSE,???,NA,Flattery,Sunday
ID-4388,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4389,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4390,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4391,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4392,TRUE,Veronica,White and gold,Flattery,Sunday
ID-4393,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4394,TRUE,???,Blue and black,Flattery,Friday
ID-4395,FALSE,???,Blue and black,Flattery,Sunday
ID-4396,FALSE,Betty,Blue and black,Laziness,Sunday
ID-4397,FALSE,???,NA,Lazily flattering someone,Sunday
ID-4398,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4399,FALSE,NA,White and gold,Lazily flattering someone,Friday
ID-4400,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4401,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-4402,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4403,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4404,TRUE,Veronica,Blue and black,Flattery,Friday
ID-4405,FALSE,Veronica,White and gold,Flattery,Friday
ID-4406,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4407,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4408,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4409,FALSE,Betty,Blue and black,Flattery,Friday
ID-4410,FALSE,Betty,Blue and black,Flattery,Friday
ID-4411,FALSE,Betty,White and gold,Laziness,Friday
ID-4412,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4413,FALSE,???,White and gold,Flattery,Friday
ID-4414,FALSE,???,Blue and black,Flattery,Friday
ID-4415,FALSE,Betty,Blue and black,Laziness,Sunday
ID-4416,FALSE,???,White and gold,Flattery,Sunday
ID-4417,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4418,FALSE,???,White and gold,NA,NA
ID-4419,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4420,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4421,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4422,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4423,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4424,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4425,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4426,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4427,FALSE,Veronica,NA,Flattery,Friday
ID-4428,TRUE,Veronica,Blue and black,Flattery,Friday
ID-4429,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-4430,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4431,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4432,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4433,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4434,FALSE,???,Blue and black,Flattery,Sunday
ID-4435,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4436,FALSE,Betty,White and gold,Flattery,Friday
ID-4437,FALSE,NA,NA,NA,NA
ID-4438,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4439,FALSE,Betty,White and gold,Laziness,Friday
ID-4440,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-4441,FALSE,NA,NA,NA,NA
ID-4442,FALSE,???,Blue and black,Laziness,Friday
ID-4443,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4444,FALSE,Betty,Blue and black,Flattery,Friday
ID-4445,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4446,FALSE,NA,NA,NA,NA
ID-4447,TRUE,Veronica,Blue and black,Laziness,Friday
ID-4448,FALSE,Veronica,NA,Laziness,Friday
ID-4449,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4450,TRUE,Veronica,Blue and black,Flattery,Sunday
ID-4451,FALSE,???,Blue and black,Laziness,Friday
ID-4452,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4453,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4454,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4455,FALSE,Betty,White and gold,Flattery,Friday
ID-4456,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4457,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4458,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4459,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4460,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4461,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4462,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4463,FALSE,Betty,NA,NA,NA
ID-4464,FALSE,Veronica,White and gold,Flattery,Friday
ID-4465,FALSE,Betty,Blue and black,Laziness,Friday
ID-4466,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4467,FALSE,Betty,Blue and black,Laziness,Friday
ID-4468,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4469,FALSE,???,Blue and black,Laziness,Sunday
ID-4470,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4471,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4472,FALSE,Betty,Blue and black,Flattery,Friday
ID-4473,FALSE,Betty,White and gold,Flattery,Friday
ID-4474,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-4475,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4476,FALSE,Betty,Blue and black,Flattery,Sunday
ID-4477,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4478,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4479,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4480,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4481,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4482,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4483,FALSE,Betty,White and gold,Laziness,Friday
ID-4484,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4485,FALSE,???,Blue and black,Flattery,Friday
ID-4486,FALSE,Veronica,White and gold,Flattery,Sunday
ID-4487,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-4488,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-4489,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4490,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4491,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-4492,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4493,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4494,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-4495,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4496,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-4497,FALSE,Betty,Blue and black,Flattery,Sunday
ID-4498,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4499,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4500,FALSE,Veronica,Blue and black,Laziness,Friday
ID-4501,FALSE,Veronica,NA,NA,NA
ID-4502,FALSE,Betty,White and gold,Flattery,Friday
ID-4503,TRUE,Betty,White and gold,Flattery,Friday
ID-4504,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4505,FALSE,???,Blue and black,Laziness,Friday
ID-4506,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4507,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4508,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4509,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4510,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4511,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4512,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4513,FALSE,Betty,Blue and black,Flattery,Friday
ID-4514,TRUE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4515,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4516,FALSE,Veronica,White and gold,Flattery,Sunday
ID-4517,FALSE,Veronica,White and gold,Flattery,Sunday
ID-4518,FALSE,Betty,Blue and black,Laziness,Friday
ID-4519,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4520,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-4521,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-4522,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-4523,FALSE,Veronica,White and gold,Flattery,Friday
ID-4524,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-4525,FALSE,???,Blue and black,Flattery,Friday
ID-4526,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-4527,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4528,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4529,FALSE,Veronica,White and gold,Flattery,Friday
ID-4530,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-4531,FALSE,???,White and gold,Flattery,Friday
ID-4532,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-4533,FALSE,Veronica,White and gold,Laziness,Friday
ID-4534,FALSE,Veronica,Blue and black,Flattery,Friday
ID-4535,FALSE,NA,NA,NA,NA
ID-4536,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-4537,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
